bt,ownerNo,modelYear,price,Fuel Type,Insurance Validity,Kms Driven,Transmission,Year of Manufacture,Mileage,Gear Box,City
Sedan,2,2012,₹ 4.25 Lakh,Diesel,Third Party insurance,100000 Kms,Manual,2012.0,20.54 kmpl,5 Speed,Bangalore
Sedan,1,2019,₹ 10.70 Lakh,Petrol,Third Party insurance,30000 Kms,Manual,2019.0,17.4 kmpl,5 Speed,Bangalore
SUV,2,2018,₹ 10.25 Lakh,Petrol,Third Party insurance,49690 Kms,Manual,2018.0,15.9 kmpl,5 Speed,Bangalore
SUV,1,2016,₹ 10 Lakh,Diesel,Comprehensive,110000 Kms,Manual,2016.0,16 kmpl,6 Speed ,Bangalore
Sedan,1,2009,₹ 3.75 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2009.0,16 kmpl,Five Speed Manual,Bangalore
Sedan,1,2009,₹ 3.75 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2009.0,16 kmpl,Five Speed Manual,Bangalore
SUV,1,2018,₹ 8.44 Lakh,Petrol,Third Party insurance,55702 Kms,Automatic,2018.0,14.8 kmpl,6 Speed,Bangalore
Hatchback,1,2016,₹ 7.64 Lakh,Diesel,Zero Dep,45046 Kms,Manual,2016.0,21.19 kmpl,6 Speed,Bangalore
Hatchback,2,2014,₹ 4.20 Lakh,Petrol,Third Party insurance,53000 Kms,Manual,2014.0,18.5 kmpl,5 Speed,Bangalore
Hatchback,1,2016,₹ 6.84 Lakh,Diesel,Comprehensive,94695 Kms,Manual,2016.0,27.39 kmpl,5 Speed,Bangalore
Hatchback,1,2019,₹ 8.03 Lakh,Petrol,Third Party insurance,22162 Kms,Manual,2019.0,21.4 kmpl,5 Speed,Bangalore
Hatchback,2,2010,₹ 3.20 Lakh,Petrol,Comprehensive,70000 Kms,Manual,2010.0,17.92 kmpl,5 Speed,Bangalore
Sedan,1,2017,₹ 8.04 Lakh,Diesel,Comprehensive,115331 Kms,Manual,2017.0,26 kmpl,6 Speed,Bangalore
Sedan,2,2013,₹ 14 Lakh,Diesel,Third Party insurance,70000 Kms,Automatic,2013.0,10 kmpl,5 Speed,Bangalore
Hatchback,2,2016,₹ 5.48 Lakh,Petrol,Comprehensive,42233 Kms,Manual,2016.0,22.38 kmpl,5-Speed,Bangalore
Hatchback,1,2019,₹ 6.19 Lakh,Petrol,Third Party insurance,20941 Kms,Manual,2019.0,18.9 kmpl,5 Speed,Bangalore
SUV,2,2018,₹ 10 Lakh,Diesel,Comprehensive,50000 Kms,Manual,2018.0,24.3 kmpl,5 Speed,Bangalore
SUV,1,2018,₹ 8.65 Lakh,Petrol,Comprehensive,46602 Kms,Manual,2018.0,17.5 kmpl,5 Speed,Bangalore
SUV,2,2014,₹ 10 Lakh,Diesel,Third Party insurance,50000 Kms,Automatic,2014.0,11.18 kmpl,5 Speed,Bangalore
Hatchback,2,2014,₹ 5.35 Lakh,Diesel,Third Party insurance,104000 Kms,Manual,2014.0,25.2 kmpl,5 Speed,Bangalore
SUV,1,2018,₹ 9.75 Lakh,Diesel,Comprehensive,90000 Kms,Manual,2018.0,23 kmpl,5 Speed,Bangalore
Hatchback,1,2017,₹ 6.99 Lakh,Petrol,Third Party insurance,50035 Kms,Manual,2017.0,21.4 kmpl,5 Speed,Bangalore
SUV,1,2021,₹ 11.50 Lakh,Petrol,Third Party insurance,80000 Kms,Manual,2021.0,17.57 kmpl,6-Speed,Bangalore
Hatchback,2,2015,₹ 6.25 Lakh,Petrol,Third Party,90000 Kms,Manual,2015.0,18.6 kmpl,5 Speed,Bangalore
Sedan,4,2011,₹ 10 Lakh,Diesel,Comprehensive,90000 Kms,Automatic,2011.0,14.21 kmpl,5 Speed,Bangalore
Sedan,1,2011,₹ 6 Lakh,Diesel,Third Party insurance,120000 Kms,Manual,2011.0,21.43 kmpl,6 Speed,Bangalore
Sedan,1,2015,₹ 6.75 Lakh,Petrol,Zero Dep,25170 Kms,Manual,2015.0,22.41 kmpl,5 Speed,Bangalore
Sedan,1,2021,₹ 8.93 Lakh,Petrol,Zero Dep,25022 Kms,Manual,2021.0,20.65 kmpl,5 Speed,Bangalore
Hatchback,2,2012,₹ 4.20 Lakh,Diesel,Third Party insurance,100000 Kms,Manual,2012.0,22.9 kmpl,5 Speed,Bangalore
Sedan,1,2020,₹ 9.41 Lakh,Petrol,Comprehensive,26367 Kms,Manual,2020.0,20.65 kmpl,5 Speed,Bangalore
Sedan,2,2015,₹ 6.30 Lakh,Petrol,Comprehensive,76567 Kms,Automatic,2015.0,14.5 kmpl,6 Speed,Bangalore
MUV,2,2013,₹ 12.75 Lakh,Diesel,Comprehensive,120000 Kms,Manual,2013.0,12.99 kmpl,5 Speed,Bangalore
Hatchback,2,2015,₹ 5.25 Lakh,Petrol,Zero Dep,36459 Kms,Automatic,2015.0,18.9 kmpl,4 Speed,Bangalore
SUV,1,2016,₹ 7.50 Lakh,Diesel,Third Party insurance,93725 Kms,Manual,2016.0,23.65 kmpl,5 Speed,Bangalore
Sedan,2,2016,₹ 6.32 Lakh,Petrol,Comprehensive,115599 Kms,Automatic,2016.0,19.12 kmpl,4 Speed,Bangalore
Sedan,1,2015,₹ 6.45 Lakh,Petrol,Comprehensive,43469 Kms,Manual,2015.0,22.41 kmpl,5 Speed,Bangalore
Sedan,4,2005,₹ 5 Lakh,Petrol,Third Party insurance,70000 Kms,Manual,2005.0,13.8 kmpl,5 Speed,Bangalore
SUV,2,2019,₹ 67.95 Lakh,Diesel,Comprehensive,77000 Kms,Automatic,2019.0,13.38 kmpl,8-Speed Steptronic,Bangalore
SUV,1,2018,₹ 8.50 Lakh,Diesel,Comprehensive,100000 Kms,Manual,2018.0,24.3 kmpl,5 Speed,Bangalore
Sedan,1,2008,₹ 2.99 Lakh,Petrol,Third Party,72000 Kms,Manual,2008.0,14.7 kmpl,5 Speed,Bangalore
Sedan,1,2013,₹ 20.95 Lakh,Diesel,Comprehensive,77000 Kms,Automatic,2013.0,16.36 kmpl,8 Speed,Bangalore
SUV,1,2013,₹ 28 Lakh,Diesel,Comprehensive,87101 Kms,Automatic,2013.0,12.07 kmpl,8 Speed Tiptronic,Bangalore
Hatchback,2,2021,₹ 9.99 Lakh,Petrol,Comprehensive,40771 Kms,Manual,2021.0,18.24 kmpl,6 Speed,Bangalore
Hatchback,1,2018,₹ 8.25 Lakh,Petrol,Comprehensive,28000 Kms,Manual,2018.0,18.7 kmpl,5 Speed,Bangalore
Hatchback,3,2008,₹ 2.50 Lakh,Petrol,Comprehensive,40000 Kms,Manual,2008.0,18.9 kmpl,5 Speed,Bangalore
SUV,1,2020,₹ 12.95 Lakh,Petrol,Third Party insurance,26000 Kms,Automatic,2020.0,18.15 kmpl,7-Speed DCT,Bangalore
Hatchback,1,2012,₹ 3.29 Lakh,Petrol,Third Party,76032 Kms,Manual,2012.0,18.9 kmpl,5 Speed,Bangalore
Sedan,1,2018,₹ 6.66 Lakh,Petrol,Third Party insurance,113780 Kms,Manual,2018.0,21.56 kmpl,5 Speed,Bangalore
Sedan,1,2019,₹ 22.90 Lakh,Diesel,Zero Dep,24000 Kms,Automatic,2019.0,20.38 kmpl,6 Speed,Bangalore
SUV,2,2020,₹ 10.26 Lakh,Diesel,Third Party insurance,65812 Kms,Manual,2020.0,23.7 kmpl,6-Speed,Bangalore
SUV,1,2022,₹ 17 Lakh,Petrol,Third Party insurance,10000 Kms,Automatic,2022.0,17.2 kmpl,6-speed,Bangalore
Hatchback,1,2016,₹ 6.81 Lakh,Petrol,Comprehensive,39959 Kms,Manual,2016.0,21.4 kmpl,5 Speed,Bangalore
SUV,1,2022,₹ 16.90 Lakh,Petrol,Third Party insurance,10000 Kms,Automatic,2022.0,14.2 kmpl,6-speed,Bangalore
Hatchback,3,2016,₹ 3.18 Lakh,Petrol,Third Party insurance,65484 Kms,Manual,2016.0,24.39 kmpl,5 Speed,Bangalore
Hatchback,1,2017,₹ 6.88 Lakh,Petrol,Third Party insurance,49174 Kms,Manual,2017.0,21.4 kmpl,5 Speed,Bangalore
SUV,1,2022,₹ 13 Lakh,Petrol,Third Party insurance,20000 Kms,Manual,2022.0,20.08 kmpl,6-Speed,Bangalore
Hatchback,1,2009,₹ 2.65 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2009.0,20.36 kmpl,5 Speed,Bangalore
Sedan,2,2018,₹ 6.45 Lakh,Petrol,Third Party insurance,40000 Kms,Automatic,2018.0,22 kmpl,5 Speed,Bangalore
SUV,1,2022,₹ 20 Lakh,Petrol,Third Party insurance,30000 Kms,Automatic,2022.0,14.2 kmpl,6-speed,Bangalore
Coupe,3,2007,₹ 9 Lakh,Petrol,Third Party insurance,50000 Kms,Automatic,2007.0,10.9 kmpl,6 Speed,Bangalore
Hatchback,1,2020,₹ 6.20 Lakh,Petrol,Third Party insurance,80000 Kms,Manual,2020.0,21.21 kmpl,5,Bangalore
SUV,1,2022,₹ 14.70 Lakh,Petrol,Third Party insurance,20000 Kms,Manual,2022.0,15.43 kmpl,5 Speed,Bangalore
Sedan,1,2010,₹ 2.20 Lakh,CNG,Comprehensive,70000 Kms,Manual,2010.0,13.2 kmpl,5-Speed,Bangalore
Sedan,1,2014,₹ 14.75 Lakh,Diesel,Comprehensive,90000 Kms,Automatic,2014.0,17.11 kmpl,8 Speed,Bangalore
Hatchback,1,2020,₹ 4.15 Lakh,Petrol,Third Party insurance,40000 Kms,Manual,2020.0,21.74 kmpl,5 Speed,Bangalore
Hatchback,1,2016,₹ 6.10 Lakh,Petrol,Comprehensive,63797 Kms,Manual,2016.0,18.7 kmpl,5 Speed,Bangalore
Hatchback,2,2018,₹ 5.60 Lakh,Petrol,Comprehensive,60216 Kms,Manual,2018.0,18.9 kmpl,5 Speed,Bangalore
Hatchback,2,2015,₹ 4.25 Lakh,Petrol,Third Party insurance,10000 Kms,Automatic,2015.0,23.95 kmpl,5 Speed,Bangalore
Hatchback,1,2016,₹ 6.86 Lakh,Petrol,Comprehensive,38153 Kms,Manual,2016.0,21.4 kmpl,5 Speed,Bangalore
Hatchback,1,2015,₹ 5.17 Lakh,Petrol,Third Party insurance,76485 Kms,Manual,2015.0,22.38 kmpl,5-Speed,Bangalore
Hatchback,2,2015,₹ 3.85 Lakh,Petrol,Third Party insurance,40000 Kms,Manual,2015.0,20.51 kmpl,5 Speed,Bangalore
Hatchback,1,2016,₹ 6.75 Lakh,Petrol,Third Party,40623 Kms,Manual,2016.0,21.4 kmpl,5 Speed,Bangalore
Sedan,2,2018,₹ 33 Lakh,Diesel,Third Party insurance,18000 Kms,Automatic,2018.0,19.27 kmpl,9 Speed,Bangalore
Hatchback,1,2014,₹ 4.99 Lakh,Petrol,Third Party insurance,88051 Kms,Manual,2014.0,22.38 kmpl,5-Speed,Bangalore
Hatchback,1,2022,₹ 7.74 Lakh,Petrol,Third Party insurance,16522 Kms,Manual,2022.0,22.38 kmpl,5-Speed,Bangalore
SUV,2,2019,₹ 14.75 Lakh,Diesel,Third Party insurance,70000 Kms,Manual,2019.0,16.3 kmpl,6 Speed,Bangalore
Hatchback,3,2008,₹ 2.40 Lakh,Petrol,Third Party insurance,80000 Kms,Manual,2008.0,18.9 kmpl,5 Speed,Bangalore
SUV,1,2019,₹ 10.25 Lakh,Diesel,Third Party insurance,50000 Kms,Manual,2019.0,23.7 kmpl,6-Speed,Bangalore
SUV,1,2023,₹ 14 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2023.0,17.33 kmpl,6 Speed,Bangalore
Hatchback,2,2013,₹ 2.85 Lakh,Petrol,Third Party insurance,57000 Kms,Manual,2013.0,21.1 kmpl,5 Speed,Bangalore
SUV,1,2016,₹ 10 Lakh,Diesel,Third Party insurance,110000 Kms,Manual,2016.0,16 kmpl,6 Speed ,Bangalore
Hatchback,1,2019,₹ 7.80 Lakh,Petrol,Comprehensive,10000 Kms,Manual,2019.0,21.4 kmpl,5 Speed,Bangalore
Hatchback,2,2012,₹ 4.75 Lakh,Petrol,Third Party insurance,50000 Kms,Manual,2012.0,18.6 kmpl,5 Speed,Bangalore
SUV,1,2019,₹ 7.50 Lakh,Diesel,Third Party insurance,120000 Kms,Manual,2019.0,20 kmpl,6 Speed,Bangalore
Hatchback,1,2014,₹ 5.55 Lakh,Petrol,Third Party insurance,35469 Kms,Manual,2014.0,18.9 kmpl,5 Speed,Bangalore
Hatchback,2,2017,₹ 6.07 Lakh,Petrol,Third Party,40073 Kms,Manual,2017.0,18.7 kmpl,5 Speed,Bangalore
Hatchback,2,2017,₹ 5.14 Lakh,Petrol,Comprehensive,65730 Kms,Manual,2017.0,18.9 kmpl,5 Speed,Bangalore
Sedan,2,2005,₹ 2.50 Lakh,Petrol,Third Party insurance,120000 Kms,Manual,2005.0,15.4 kmpl,5 Speed,Bangalore
Hatchback,2,2016,₹ 7.05 Lakh,Petrol,Third Party insurance,36184 Kms,Manual,2016.0,21.4 kmpl,5 Speed,Bangalore
Hatchback,1,2016,₹ 6.53 Lakh,Petrol,Third Party insurance,69310 Kms,Manual,2016.0,21.4 kmpl,5 Speed,Bangalore
Sedan,1,2015,₹ 8.72 Lakh,Petrol,Third Party insurance,55643 Kms,Automatic,2015.0,18 kmpl,5 Speed CVT,Bangalore
Hatchback,2,2017,₹ 5.64 Lakh,Petrol,Comprehensive,62803 Kms,Automatic,2017.0,18.9 kmpl,4 Speed,Bangalore
Hatchback,2,2011,₹ 3.70 Lakh,Diesel,Third Party insurance,90000 Kms,Manual,2011.0,22.07 kmpl,5 Speed,Bangalore
Hatchback,1,2015,₹ 5.50 Lakh,Petrol,Third Party insurance,68656 Kms,Manual,2015.0,22.38 kmpl,5-Speed,Bangalore
Hatchback,3,2016,₹ 5.17 Lakh,Petrol,Third Party insurance,77501 Kms,Manual,2016.0,18.7 kmpl,5 Speed,Bangalore
Sedan,1,2016,₹ 6.20 Lakh,Petrol,Third Party insurance,40000 Kms,Manual,2016.0,20.85 kmpl,5 Speed,Bangalore
Sedan,1,2016,₹ 6.20 Lakh,Petrol,Comprehensive,40000 Kms,Manual,2016.0,20.85 kmpl,5 Speed,Bangalore
Sedan,1,2014,₹ 7.50 Lakh,Petrol,Comprehensive,48325 Kms,Automatic,2014.0,18 kmpl,5 Speed CVT,Bangalore
SUV,1,2022,₹ 12.20 Lakh,Petrol,Third Party insurance,30000 Kms,Manual,2022.0,17.57 kmpl,6-Speed,Bangalore
Hatchback,2,2013,₹ 13.50 Lakh,Diesel,Third Party insurance,100000 Kms,Automatic,2013.0,14.8 kmpl,7 Speed,Bangalore
Hatchback,1,2015,₹ 5.75 Lakh,Petrol,Third Party insurance,69000 Kms,Manual,2015.0,22 kmpl,5,Bangalore
SUV,1,2018,₹ 12.50 Lakh,Diesel,Third Party insurance,110000 Kms,Manual,2018.0,17.1 kmpl,6 Speed,Bangalore
Sedan,2,2016,₹ 8.68 Lakh,Petrol,Third Party,50000 Kms,Manual,2016.0,17.01 kmpl,5 Speed,Bangalore
MUV,1,2020,₹ 30 Lakh,Diesel,Comprehensive,60000 Kms,Automatic,2020.0,14.11 kmpl,8 Speed,Bangalore
Hatchback,1,2021,₹ 9.80 Lakh,Petrol,Third Party insurance,20000 Kms,Manual,2021.0,20 kmpl,6 Speed IMT,Bangalore
Hatchback,1,2022,₹ 9 Lakh,Petrol,Zero Dep,14999 Kms,Automatic,2022.0,22.56 kmpl,5-Speed,Bangalore
Hatchback,2,2016,₹ 5.50 Lakh,Petrol,Comprehensive,90773 Kms,Manual,2016.0,18.7 kmpl,5 Speed,Bangalore
Sedan,1,2012,₹ 4.50 Lakh,Diesel,Third Party insurance,90000 Kms,Manual,2012.0,20.5 kmpl,5-speed,Bangalore
Hatchback,2,2017,₹ 6.10 Lakh,Petrol,Zero Dep,64917 Kms,Manual,2017.0,20.4 kmpl,5 Speed,Bangalore
Hatchback,1,2017,₹ 5.43 Lakh,Petrol,Comprehensive,70235 Kms,Manual,2017.0,18.7 kmpl,5 Speed,Bangalore
Hatchback,1,2021,₹ 9.80 Lakh,Petrol,Third Party insurance,30000 Kms,Manual,2021.0,20 kmpl,6 Speed IMT,Bangalore
Hatchback,1,2016,₹ 5.35 Lakh,Petrol,Comprehensive,78782 Kms,Manual,2016.0,18.7 kmpl,5 Speed,Bangalore
SUV,2,2014,₹ 8.50 Lakh,Diesel,Third Party insurance,164000 Kms,Manual,2014.0,15.1 kmpl,6 Speed ,Bangalore
Sedan,2,2016,₹ 6.61 Lakh,Petrol,Third Party insurance,72136 Kms,Manual,2016.0,20.73 kmpl,5 Speed,Bangalore
Hatchback,2,2015,₹ 5.05 Lakh,Petrol,Comprehensive,52486 Kms,Manual,2015.0,22.38 kmpl,5-Speed,Bangalore
Sedan,1,2007,₹ 4.50 Lakh,Diesel,Comprehensive,150000 Kms,Automatic,2007.0,15.6 kmpl,6 Speed,Bangalore
SUV,1,2017,₹ 8.65 Lakh,Petrol,Comprehensive,36887 Kms,Manual,2017.0,17.5 kmpl,5 Speed,Bangalore
SUV,1,2019,₹ 9.99 Lakh,Petrol,Third Party insurance,47962 Kms,Manual,2019.0,18.27 kmpl,6-Speed,Bangalore
SUV,1,2014,₹ 5.95 Lakh,Diesel,Third Party insurance,135000 Kms,Manual,2014.0,20.45 kmpl,5 Speed,Bangalore
Sedan,2,2018,₹ 23.65 Lakh,Petrol,Comprehensive,47398 Kms,Automatic,2018.0,14.67 kmpl,7 Speed,Bangalore
Sedan,2,2012,₹ 4 Lakh,Petrol,Comprehensive,50000 Kms,Manual,2012.0,14.6 kmpl,Five Speed Manual,Bangalore
Sedan,1,2012,₹ 5.50 Lakh,Diesel,Third Party insurance,100000 Kms,Manual,2012.0,19.3 kmpl,5 Speed,Bangalore
SUV,1,2020,₹ 60.50 Lakh,Diesel,Zero Dep,55000 Kms,Automatic,2020.0,14.71 kmpl,8-Speed Steptronic,Bangalore
SUV,2,2011,₹ 16 Lakh,Diesel,Zero Dep,110000 Kms,Automatic,2011.0,16.55 kmpl,,Bangalore
Hatchback,3,2013,₹ 5.20 Lakh,Petrol,Third Party insurance,90000 Kms,Automatic,2013.0,17.21 kmpl,7 Speed,Bangalore
Hatchback,1,2016,₹ 6.16 Lakh,Petrol,Comprehensive,116624 Kms,Manual,2016.0,21.4 kmpl,5 Speed,Bangalore
Sedan,2,2019,₹ 7.95 Lakh,Petrol,Zero Dep,54561 Kms,Manual,2019.0,21.56 kmpl,5 Speed,Bangalore
MUV,2,2013,₹ 12.75 Lakh,Diesel,Third Party insurance,120000 Kms,Manual,2013.0,12.99 kmpl,5 Speed,Bangalore
Hatchback,1,2016,₹ 6.24 Lakh,Petrol,Comprehensive,65072 Kms,Manual,2016.0,18.7 kmpl,5 Speed,Bangalore
Hatchback,1,2017,₹ 5.49 Lakh,Petrol,Third Party insurance,133532 Kms,Manual,2017.0,18.9 kmpl,5 Speed,Bangalore
MUV,3,2010,₹ 7.60 Lakh,Diesel,Comprehensive,120000 Kms,Manual,2010.0,11.4 kmpl,5 Speed,Bangalore
Sedan,1,2013,₹ 5.24 Lakh,Petrol,Zero Dep,39886 Kms,Manual,2013.0,22.41 kmpl,5 Speed,Bangalore
SUV,1,2019,₹ 16.50 Lakh,Diesel,Third Party insurance,80000 Kms,Manual,2019.0,15.1 kmpl,6 Speed,Bangalore
Hatchback,2,2015,₹ 5.83 Lakh,Diesel,Comprehensive,56976 Kms,Manual,2015.0,25.2 kmpl,5 Speed,Bangalore
Sedan,2,2020,₹ 11.47 Lakh,Petrol,Third Party insurance,68303 Kms,Manual,2020.0,17.69 kmpl,6 Speed,Bangalore
Hatchback,2,2013,₹ 17.50 Lakh,Petrol,Third Party insurance,80000 Kms,Automatic,2013.0,13.6 kmpl,6 Speed AT,Bangalore
Sedan,1,2016,₹ 8.25 Lakh,Diesel,Comprehensive,54000 Kms,Automatic,2016.0,21.72 kmpl,7 Speed,Bangalore
SUV,1,2016,₹ 31.50 Lakh,Diesel,Third Party,98500 Kms,Automatic,2016.0,12.51 kmpl,9 Speed,Bangalore
Hatchback,1,2018,₹ 7.55 Lakh,Petrol,Comprehensive,72348 Kms,Manual,2018.0,16.2 kmpl,5 Speed,Bangalore
SUV,1,2015,₹ 8.75 Lakh,Petrol,Comprehensive,70000 Kms,Manual,2015.0,13 kmpl,6 Speed,Bangalore
Hatchback,1,2021,₹ 8.55 Lakh,Petrol,Comprehensive,62696 Kms,Manual,2021.0,17.74 kmpl,5 Speed,Bangalore
SUV,3,2014,₹ 18.45 Lakh,Diesel,Comprehensive,174000 Kms,Automatic,2014.0,12.55 kmpl,5 Speed ,Bangalore
Hatchback,1,2016,₹ 5.25 Lakh,Petrol,Zero Dep,65000 Kms,Manual,2016.0,18.9 kmpl,5 Speed,Bangalore
Hatchback,1,2017,₹ 6.50 Lakh,Petrol,Comprehensive,36000 Kms,Automatic,2017.0,18.9 kmpl,4 Speed,Bangalore
MUV,2,2011,₹ 9.50 Lakh,Diesel,Comprehensive,199000 Kms,Manual,2011.0,12.8 kmpl,5 Speed,Bangalore
Sedan,1,2018,₹ 8.46 Lakh,Petrol,Third Party insurance,71905 Kms,Automatic,2018.0,18 kmpl,CVT,Bangalore
Hatchback,2,2013,₹ 4.24 Lakh,Petrol,Comprehensive,69748 Kms,Manual,2013.0,22.38 kmpl,5-Speed,Bangalore
Hatchback,1,2008,₹ 2.10 Lakh,Petrol,Third Party insurance,44000 Kms,Manual,2008.0,19.7 kmpl,5 Speed,Bangalore
Sedan,2,2021,₹ 9.59 Lakh,Petrol,Comprehensive,17875 Kms,Manual,2021.0,17.1 kmpl,6 Speed,Bangalore
SUV,1,2020,₹ 8.89 Lakh,Petrol,Third Party insurance,95678 Kms,Manual,2020.0,16.42 kmpl,6-Speed,Bangalore
SUV,1,2022,₹ 8.50 Lakh,Petrol,Comprehensive,12003 Kms,Automatic,2022.0,19.03 kmpl,5 Speed,Bangalore
SUV,2,2018,₹ 8.36 Lakh,Diesel,Third Party insurance,114427 Kms,Manual,2018.0,23 kmpl,5 Speed,Bangalore
SUV,1,2022,₹ 6.60 Lakh,Petrol,Third Party insurance,20000 Kms,Automatic,2022.0,19.03 kmpl,5 Speed,Bangalore
Hatchback,1,2012,₹ 3.34 Lakh,Petrol,Third Party insurance,64655 Kms,Manual,2012.0,19.4 kmpl,5 Speed,Bangalore
SUV,1,2018,₹ 5.94 Lakh,Petrol,Third Party insurance,46456 Kms,Manual,2018.0,18.15 kmpl,5 Speed,Bangalore
SUV,1,2021,₹ 9.91 Lakh,Petrol,Third Party insurance,20000 Kms,Automatic,2021.0,18.24 kmpl,CVT,Bangalore
SUV,1,2018,₹ 14.50 Lakh,Diesel,Comprehensive,50000 Kms,Manual,2018.0,17.1 kmpl,6 Speed,Bangalore
Sedan,4,2011,₹ 2.19 Lakh,Diesel,Third Party insurance,90000 Kms,Manual,2011.0,20.54 kmpl,5 Speed,Bangalore
SUV,1,2022,₹ 12.85 Lakh,Diesel,Third Party insurance,20000 Kms,Manual,2022.0,,6-Speed,Bangalore
SUV,1,2021,₹ 41.95 Lakh,Petrol,Third Party insurance,27000 Kms,Automatic,2021.0,,8 Speed,Bangalore
MUV,3,2008,₹ 4.55 Lakh,Diesel,Third Party insurance,150000 Kms,Manual,2008.0,12.8 kmpl,5 Speed,Bangalore
Hatchback,1,2022,₹ 8.25 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2022.0,22.35 kmpl,5 Speed,Bangalore
Sedan,1,2018,₹ 8.25 Lakh,Petrol,Third Party,40000 Kms,Manual,2018.0,17.4 kmpl,5 Speed,Bangalore
SUV,1,2020,₹ 9.20 Lakh,Diesel,Comprehensive,40000 Kms,Manual,2020.0,23 kmpl,5 Speed,Bangalore
Sedan,2,2018,₹ 33 Lakh,Diesel,Third Party insurance,20000 Kms,Automatic,2018.0,19.27 kmpl,9 Speed,Bangalore
SUV,2,2017,₹ 7.29 Lakh,Diesel,Comprehensive,91598 Kms,Manual,2017.0,22.77 kmpl,5 Speed,Bangalore
Hatchback,1,2015,₹ 4.32 Lakh,Petrol,Comprehensive,57521 Kms,Manual,2015.0,25.24 kmpl,5-Speed,Bangalore
SUV,1,2016,₹ 7 Lakh,Diesel,Third Party insurance,100000 Kms,Manual,2016.0,19.87 kmpl,5 speed,Bangalore
Sedan,1,2021,₹ 14.99 Lakh,Petrol,Comprehensive,7598 Kms,Manual,2021.0,17.7 kmpl,6 Speed,Bangalore
SUV,1,2017,₹ 7.62 Lakh,Petrol,Comprehensive,38520 Kms,Manual,2017.0,13.06 kmpl,5 speed,Bangalore
SUV,1,2022,₹ 16.25 Lakh,Petrol,Zero Dep,20000 Kms,Manual,2022.0,15.43 kmpl,5 Speed,Bangalore
SUV,2,2014,₹ 6.32 Lakh,Diesel,Comprehensive,110455 Kms,Manual,2014.0,20.45 kmpl,5 speed,Bangalore
SUV,1,2020,₹ 12.18 Lakh,Petrol,Third Party insurance,26901 Kms,Automatic,2020.0,18.15 kmpl,7-Speed,Bangalore
Hatchback,1,2017,₹ 5.24 Lakh,Petrol,Comprehensive,65376 Kms,Automatic,2017.0,18.9 kmpl,4 Speed,Bangalore
SUV,3,2018,₹ 14.05 Lakh,Diesel,Third Party insurance,28177 Kms,Manual,2018.0,15.1 kmpl,6 Speed,Bangalore
SUV,1,2022,₹ 13.90 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2022.0,18.2 kmpl,6-Speed iMT,Bangalore
SUV,1,2021,₹ 18.90 Lakh,Petrol,Third Party insurance,30000 Kms,Automatic,2021.0,,6-Speed DCT,Bangalore
SUV,1,2018,₹ 12.75 Lakh,Petrol,Comprehensive,27000 Kms,Automatic,2018.0,13 kmpl,6 Speed,Bangalore
Hatchback,3,2010,₹ 2.75 Lakh,Petrol,Third Party insurance,90000 Kms,Automatic,2010.0,19.2 kmpl,4 Speed,Bangalore
Sedan,1,2022,₹ 11.25 Lakh,Petrol,Third Party insurance,20000 Kms,Manual,2022.0,17.4 kmpl,5 Speed,Bangalore
Sedan,1,2016,₹ 6.50 Lakh,Petrol,Third Party insurance,82998 Kms,Automatic,2016.0,18 kmpl,5 Speed CVT,Bangalore
Sedan,3,2010,₹ 7 Lakh,Petrol,Comprehensive,110000 Kms,Automatic,2010.0,12.3 kmpl,7 Speed,Bangalore
Sedan,1,2019,₹ 11 Lakh,Petrol,Third Party insurance,14500 Kms,Manual,2019.0,17.14 kmpl,5 Speed,Bangalore
Sedan,3,2016,₹ 2.60 Lakh,Diesel,Comprehensive,120000 Kms,Manual,2016.0,21.03 kmpl,5-Speed,Bangalore
Hatchback,2,2010,₹ 3.95 Lakh,Petrol,Comprehensive,68000 Kms,Automatic,2010.0,19.2 kmpl,4 Speed,Bangalore
Sedan,1,2019,₹ 6.81 Lakh,Petrol,Third Party,25887 Kms,Manual,2019.0,20.14 kmpl,5 Speed,Bangalore
Hatchback,1,2020,₹ 4.05 Lakh,Petrol,Third Party insurance,74094 Kms,Manual,2020.0,21.7 kmpl,5 Speed,Bangalore
Hatchback,1,2018,₹ 7.65 Lakh,Petrol,Third Party insurance,40000 Kms,Automatic,2018.0,19 kmpl,5 Speed,Bangalore
Hatchback,1,2014,₹ 4.87 Lakh,Diesel,Comprehensive,91045 Kms,Manual,2014.0,23.2 kmpl,5 Speed,Bangalore
SUV,1,2018,₹ 14.74 Lakh,Diesel,Third Party insurance,80033 Kms,Manual,2018.0,15.1 kmpl,6 Speed,Bangalore
SUV,2,2017,₹ 13.40 Lakh,Diesel,Comprehensive,70000 Kms,Automatic,2017.0,16 kmpl,6 Speed,Bangalore
MUV,1,2021,₹ 7.70 Lakh,Petrol,Comprehensive,13957 Kms,Automatic,2021.0,18.2 kmpl,5 Speed,Bangalore
